sample,variable,true_dist,dist_after_bbmerge,dist_after_human,dist_after_lsh_GTDB,dist_after_lsh_BacArchKraken,dist_after_kraken_GTDB,dist_after_kraken_BacArchKraken,err_after_bbmerge,err_after_human,err_lsh_BacArchKraken,err_kraken_BacArchKraken,err_lsh_GTDB,err_kraken_GTDB
Drosophila_mauritiana,Drosophila_biarmipes,0.0964076115894349,0.09557577704320007,0.09626180212467884,0.09754856129956237,0.09733207748584473,0.09769749506527348,0.09693239191878432,-0.00862830779147716,-0.0015124268960940506,0.009589138048008077,0.005443349551944867,0.011834643461414277,0.013379477559632211
Drosophila_mojavensis,Drosophila_biarmipes,0.16553906687983622,0.1599021578787987,0.16288484855988872,0.16979619275026292,0.16709313166456685,0.16955408941333527,0.1657485336590243,-0.03405183505794027,-0.016033788095919252,0.009387903496270892,0.0012653616039780208,0.025716744395550595,0.02425422958565749
Drosophila_persimilis,Drosophila_biarmipes,0.13645669301113494,0.13484286535524534,0.1367404813376154,0.14233321915975994,0.14109962848205604,0.1423973950625882,0.14000226380726133,-0.011826665444383263,0.0020796951781420023,0.03402497428647364,0.025983121222475064,0.04306513677673155,0.043535439122568256
Drosophila_pseudoobscura,Drosophila_biarmipes,0.13614395266884116,0.1359122856859395,0.13791825051502538,0.1413693380991179,0.14060657342456995,0.14164967984860674,0.13930583051382373,-0.0017016325614195944,0.013032513096634163,0.03277869246666974,0.023224519216608674,0.03838132599974562,0.04044048282598202
Drosophila_sechellia,Drosophila_biarmipes,0.09815096367510544,0.09809366639514984,0.09877172505719999,0.10009111887880796,0.09975343957721272,0.10052638520374313,0.09943271843171098,-0.0005837668608660927,0.006324557180603567,0.016326644610558504,0.013059013468765734,0.019767052009033084,0.024201713765141387
Drosophila_simulans,Drosophila_biarmipes,0.0958976098240677,0.09479429901962576,0.0956451880700614,0.09674167843025794,0.09642719823137856,0.09711669701737424,0.09611861953993783,-0.011505091800161205,-0.0026322006822630264,0.005522435942693858,0.002304642589899751,0.008801768967326254,0.012712383505105746
Drosophila_virilis,Drosophila_biarmipes,0.16332508450734684,0.15119651531793188,0.15365872488884955,0.16595971107273833,0.1641055910121917,0.1663178851458209,0.16318740167984425,-0.07426029642659933,-0.05918478259267316,0.004778852600622639,-0.0008429986607256336,0.016131181400202928,0.018324194642247035
Drosophila_willistoni,Drosophila_biarmipes,0.16112799467622374,0.15275359253771706,0.15619703192801382,0.162919304768553,0.16063892260198676,0.16327870116422316,0.15962978499809133,-0.05197360120650977,-0.03060276867541467,-0.0030353016880756405,-0.009298258078262359,0.011117311401589742,0.0133478139060883
Drosophila_yakuba,Drosophila_biarmipes,0.099188513488208,0.0986335670511298,0.0995476853411491,0.10102443293684094,0.10072773777840116,0.1014203869073168,0.10018507746628813,-0.005594865953346184,0.0036211032942217855,0.015518170764562947,0.010047171220068873,0.018509395736142416,0.02250132944450416
Drosophila_ananassae,Drosophila_bipectinata,0.0697931763151931,0.06641725128438636,0.06701257849952957,0.0651060800755533,0.06478075029513175,0.06513988204533849,0.06443788922667415,-0.048370416837897244,-0.03984053975572152,-0.07181828202551964,-0.07673081196840696,-0.06715694122405899,-0.06667262496894913
Drosophila_biarmipes,Drosophila_bipectinata,0.1217994237163288,0.10671362016542883,0.10735646369234676,0.10825158909507836,0.10780400242562238,0.10824174210945314,0.10744872150655638,-0.12385775803040622,-0.11857987158970257,-0.11490548036829633,-0.1178224146872423,-0.11123069558032879,-0.11131154149342727
Drosophila_bipectinata,Drosophila_bipectinata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Drosophila_erecta,Drosophila_bipectinata,0.12345688323791072,0.11297483905698302,0.1141892673317515,0.1164737145558482,0.116096356163489,0.1168584964346786,0.11545029692353947,-0.08490449382824618,-0.0750676322218489,-0.05962022433562845,-0.06485330023229205,-0.05656362366288985,-0.05344689279508643
Drosophila_eugracilis,Drosophila_bipectinata,0.11810657824005423,0.08871754089705519,0.08863562331758268,0.10747923673657388,0.10702767390371716,0.1071800573857713,0.10664088276714943,-0.24883488947808793,-0.24952847979873893,-0.09380429525118365,-0.09707922830175061,-0.08998094485372396,-0.09251407514384623
Drosophila_mauritiana,Drosophila_bipectinata,0.11957904638134742,0.1029083715795025,0.10330926477030901,0.1207039316747608,0.12027819306175867,0.12080714622402278,0.11976185029732833,-0.13941133757398236,-0.13605880046202024,0.005846732362972828,0.0015287286653711443,0.009407043520200279,0.010270192645280386
Drosophila_mojavensis,Drosophila_bipectinata,0.1540869532015201,0.15124604673924202,0.15275546914769578,0.16984034259306813,0.16769110937682985,0.17035837202802262,0.16671796208651435,-0.018437034435762046,-0.008641121303002002,0.08828882583925046,0.08197325355946902,0.10223701010523072,0.10559893935486028
Drosophila_persimilis,Drosophila_bipectinata,0.13862949082529608,0.10260262481909244,0.10257314392309946,0.12794632412430362,0.12734312752580124,0.1279799571860495,0.12696622157002868,-0.2598788020624377,-0.26009146169075675,-0.08141386967739903,-0.08413267037073448,-0.07706272768797523,-0.07682011652677398
Drosophila_pseudoobscura,Drosophila_bipectinata,0.1383582387666512,0.12661059421149135,0.12792081097065855,0.14270326221648455,0.14199811581467492,0.14311356212465742,0.14075010301753388,-0.08490744504902895,-0.07543770352263558,0.02630762779629309,0.0172874725220858,0.03140415408988735,0.03436964361787178
Drosophila_sechellia,Drosophila_bipectinata,0.12273986732749508,0.10680198468105497,0.10726513419484672,0.12250487037741252,0.12243114341165552,0.12262633402733705,0.12181629785516035,-0.12985090332478996,-0.12607747971047256,-0.0025152700794096126,-0.007524608690267309,-0.0019145934829433665,-0.0009249912243679746
Drosophila_simulans,Drosophila_bipectinata,0.12142196771937253,0.11754694113416085,0.11895621510427012,0.12027084374538932,0.11977161472259655,0.12061807693296188,0.1193141158158132,-0.03191371922227072,-0.020307302388651683,-0.013591881500308333,-0.017359724464612102,-0.009480360066669757,-0.006620637117894343
Drosophila_virilis,Drosophila_bipectinata,0.16473188831721586,0.0885977877842502,0.08730357101633668,0.1610112438462663,0.16339351672334398,0.16030331225957314,0.16255780316371715,-0.4621697796989862,-0.4700262838715197,-0.008124544722601849,-0.013197718885563798,-0.02258606095612099,-0.02688353847504515
Drosophila_willistoni,Drosophila_bipectinata,0.16085309801634584,0.12154858226992693,0.12141228534195905,0.1600859886839069,0.15858222028585056,0.15971758376577871,0.15713407259145984,-0.24435038075813,-0.24519771866861292,-0.01411771211434494,-0.023120632867811325,-0.00476900564489594,-0.007059324716591633
Drosophila_yakuba,Drosophila_bipectinata,0.12405662725736165,0.11578955339002715,0.11679285124236938,0.12315799341690326,0.12244306447152498,0.123320398478738,0.12184916139502178,-0.06663951817893646,-0.05855209975943652,-0.013006663340034677,-0.017794018031462147,-0.007243739091778891,-0.005934618689062858
Drosophila_ananassae,Drosophila_erecta,0.1230164571933342,0.12445371044417775,0.12603920694230364,0.12585656128266431,0.12495879929384425,0.12623965843071994,0.12448215874133114,0.011683422556908256,0.024571913530389206,0.015789286611119318,0.01191467858396722,0.023087188122045865,0.026201382407884725
Drosophila_biarmipes,Drosophila_erecta,0.09853436009083394,0.09749305139767894,0.09841579827645874,0.09969847945909416,0.09956993988009244,0.1000038241115242,0.09890535286059476,-0.01056797539655269,-0.0012032535073643262,0.010509834217260363,0.003765110662096199,0.011814349503940303,0.014913214226343304
Drosophila_bipectinata,Drosophila_erecta,0.12345688323791072,0.11297483905698302,0.1141892673317515,0.1164737145558482,0.116096356163489,0.1168584964346786,0.11545029692353947,-0.08490449382824618,-0.0750676322218489,-0.05962022433562845,-0.06485330023229205,-0.05656362366288985,-0.05344689279508643
Drosophila_erecta,Drosophila_erecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Drosophila_eugracilis,Drosophila_erecta,0.09559538536296286,0.09231195270006487,0.0937957639455912,0.09528999289452487,0.09489417197135397,0.09528327732180808,0.09441244838670693,-0.0343471878943867,-0.018825400520524407,-0.007335222186159688,-0.012374415059518612,-0.0031946360933474993,-0.0032648860608673422
Drosophila_mauritiana,Drosophila_erecta,0.06256495394070583,0.06119407087729811,0.06179929631860825,0.06272731251152475,0.06260255356383204,0.06275685479225758,0.06217147909580556,-0.021911357350425428,-0.012237803656392175,0.0006009694047221796,-0.006289061529129716,0.0025950402037024116,0.003067225970207269
Drosophila_mojavensis,Drosophila_erecta,0.16316456434888238,0.15920987523218633,0.1643884028971262,0.16984707387226772,0.16776963189138694,0.17051663624285074,0.1666086517441412,-0.024237426382851375,0.0075006393277095105,0.028223453792686835,0.021108059884219592,0.04095564223795944,0.045059243857924834
Drosophila_persimilis,Drosophila_erecta,0.1356862555953211,0.13416476920311893,0.13659747944291745,0.14346213548946307,0.1424139611323888,0.14342014651325952,0.14097364652030395,-0.011213268326454147,0.006715668021041366,0.04958280783525203,0.03896777091964478,0.0573077933356288,0.056998336964979246
Drosophila_pseudoobscura,Drosophila_erecta,0.13531371386326618,0.13489825231143482,0.13760852323896688,0.14181699768677314,0.14094082332691105,0.14206150940456594,0.1394836175061075,-0.0030703580588378942,0.016959178121587842,0.04158565531156014,0.030816563405058683,0.04806078879838071,0.04986778759260402
Drosophila_sechellia,Drosophila_erecta,0.06460555693598657,0.0643696762015099,0.06498082508736047,0.06578138878958817,0.06567934915976448,0.06593079915534594,0.06536719568566897,-0.003651090489172419,0.005808604850287511,0.016620740919265714,0.011789059421576577,0.018200165889238434,0.020512820912177324
Drosophila_simulans,Drosophila_erecta,0.061916620221760026,0.060700101654051035,0.06131154953214346,0.062072194682513675,0.061997549439823274,0.06213072733439251,0.06167064327659566,-0.01964769012507334,-0.00977234686663207,0.0013070677594060052,-0.00397271272694434,0.0025126445887460424,0.0034579909540546723
Drosophila_virilis,Drosophila_erecta,0.1612708649611989,0.14607001599182,0.14875009043688148,0.16660099584292054,0.1648495866382199,0.16692844249132674,0.1641043567581506,-0.09425663447043679,-0.07763816810513095,0.022190751428548653,0.017569768709515005,0.0330507986238186,0.03508121278749895
Drosophila_willistoni,Drosophila_erecta,0.15899426759569146,0.15107866275043758,0.15502183117188886,0.16079736088917895,0.15865184673743693,0.16117170482359544,0.15743707183080854,-0.04978547318059654,-0.02498477765188465,-0.0021536679493708495,-0.009794037158891357,0.011340618254694557,0.013695067506716722
Drosophila_yakuba,Drosophila_erecta,0.06012007085796645,0.05852285800839563,0.0591615494049077,0.06006819115230488,0.06000170056833142,0.060245377615071975,0.05958337821674309,-0.026567048687354947,-0.015943451818665667,-0.0019688980393033867,-0.008927012785651896,-0.0008629348721850514,0.0020842749404198094
Drosophila_ananassae,Drosophila_eugracilis,0.1186376640580502,0.111454010082486,0.11262315123308207,0.11330133331004945,0.11250467233210626,0.11297412673956453,0.11207598175778666,-0.06055120886440572,-0.050696487264155675,-0.05169514904594734,-0.055308593205719736,-0.044980072646993816,-0.04773810546130155
Drosophila_biarmipes,Drosophila_eugracilis,0.09443909190027257,0.08948892081762283,0.09037910926071456,0.09127179121067153,0.09100934878080537,0.09121851727599416,0.0906748913774148,-0.05241654682445597,-0.042990487920461354,-0.036316985376024145,-0.03985849977075968,-0.033538025682687655,-0.03410213460840272
Drosophila_bipectinata,Drosophila_eugracilis,0.11810657824005423,0.08871754089705519,0.08863562331758268,0.10747923673657388,0.10702767390371716,0.1071800573857713,0.10664088276714943,-0.24883488947808793,-0.24952847979873893,-0.09380429525118365,-0.09707922830175061,-0.08998094485372396,-0.09251407514384623
Drosophila_erecta,Drosophila_eugracilis,0.09559538536296286,0.09231195270006487,0.0937957639455912,0.09528999289452487,0.09489417197135397,0.09528327732180808,0.09441244838670693,-0.0343471878943867,-0.018825400520524407,-0.007335222186159688,-0.012374415059518612,-0.0031946360933474993,-0.0032648860608673422
Drosophila_eugracilis,Drosophila_eugracilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Drosophila_mauritiana,Drosophila_eugracilis,0.09290530757823046,0.08634521235496129,0.08726007881552801,0.09307230782967124,0.09277186763411203,0.09332704455793184,0.09245850772935638,-0.0706105538453255,-0.060763253573526015,-0.0014363005472648478,-0.00480919616457708,0.0017975318719026208,0.004539428270513608
Drosophila_mojavensis,Drosophila_eugracilis,0.1630357416766508,0.15072406782057413,0.1543558941146299,0.16757639101933994,0.16536496071663764,0.16750153297253534,0.16365153335357996,-0.07551518292531494,-0.0532389246232624,0.014286554690605123,0.003777034842767528,0.027850637510482924,0.02739148636954436
Drosophila_persimilis,Drosophila_eugracilis,0.13392132926213807,0.11301161880159948,0.11364992451089305,0.13716694977875732,0.13638971344166906,0.13781213722194974,0.13522647128086507,-0.15613428104204263,-0.15136800734381675,0.018431598559624267,0.009745587397600512,0.02423527704288436,0.02905293713293265
Drosophila_pseudoobscura,Drosophila_eugracilis,0.13358042482241084,0.1249292133590466,0.12692588595583598,0.1367805965533213,0.13590419415403654,0.13694987057314156,0.1347793162790868,-0.06476406610373966,-0.04981672183945937,0.01739603190149342,0.008975053480102543,0.02395689140205204,0.02522409818062978
Drosophila_sechellia,Drosophila_eugracilis,0.09468378048827764,0.0898254097058695,0.09099479055416504,0.09596339486806282,0.09567764409057933,0.096321955785741,0.0952920502519068,-0.051311542033428116,-0.03896116013839681,0.0104966615947991,0.0064242234571999955,0.013514610138994302,0.01730154086597947
Drosophila_simulans,Drosophila_eugracilis,0.0923436300378414,0.09033053754933984,0.0917404166559802,0.09254554662981662,0.09234334853056092,0.092784534913544,0.09193896747009687,-0.021800014659122922,-0.006532268458734083,-3.0484753563499822e-06,-0.004382138406067704,0.002186578455844459,0.004774610609545257
Drosophila_virilis,Drosophila_eugracilis,0.16096720505848816,0.10147819598857566,0.10056505898945678,0.1636793212689095,0.16130776969478774,0.16349519135821766,0.15975219154275197,-0.3695722308671316,-0.3752450447722192,0.0021157392661184512,-0.007548205333469697,0.016848874337079246,0.01570497728907541
Drosophila_willistoni,Drosophila_eugracilis,0.1574535714054499,0.11923200415977843,0.11954696939496245,0.15916563256857896,0.15734861797308075,0.15841907194680793,0.15470112145902593,-0.24274817588766695,-0.24074780693844205,-0.0006665674930859427,-0.017481025815135717,0.010873434929719185,0.006131969778391469
Drosophila_yakuba,Drosophila_eugracilis,0.0959038341490479,0.09280694306292624,0.09427082335750248,0.09669050926380927,0.09629587488980508,0.09681714317373448,0.09574147244253027,-0.032291629564138905,-0.01702758608177755,0.004087852631083427,-0.0016929636646779223,0.00820274936598223,0.009523175301491741
Drosophila_ananassae,Drosophila_mauritiana,0.12148916234138185,0.12193176726500032,0.12360484590462485,0.12486045368478038,0.1238465773684584,0.12516604995473946,0.12349714350694707,0.0036431638434938135,0.017414586803207822,0.019404323658535623,0.01652806823972362,0.02774972909867694,0.030265149108738044
Drosophila_biarmipes,Drosophila_mauritiana,0.0964076115894349,0.09557577704320007,0.09626180212467884,0.09754856129956237,0.09733207748584473,0.09769749506527348,0.09693239191878432,-0.00862830779147716,-0.0015124268960940506,0.009589138048008077,0.005443349551944867,0.011834643461414277,0.013379477559632211
Drosophila_bipectinata,Drosophila_mauritiana,0.11957904638134742,0.1029083715795025,0.10330926477030901,0.1207039316747608,0.12027819306175867,0.12080714622402278,0.11976185029732833,-0.13941133757398236,-0.13605880046202024,0.005846732362972828,0.0015287286653711443,0.009407043520200279,0.010270192645280386
Drosophila_erecta,Drosophila_mauritiana,0.06256495394070583,0.06119407087729811,0.06179929631860825,0.06272731251152475,0.06260255356383204,0.06275685479225758,0.06217147909580556,-0.021911357350425428,-0.012237803656392175,0.0006009694047221796,-0.006289061529129716,0.0025950402037024116,0.003067225970207269
Drosophila_eugracilis,Drosophila_mauritiana,0.09290530757823046,0.08634521235496129,0.08726007881552801,0.09307230782967124,0.09277186763411203,0.09332704455793184,0.09245850772935638,-0.0706105538453255,-0.060763253573526015,-0.0014363005472648478,-0.00480919616457708,0.0017975318719026208,0.004539428270513608
Drosophila_mauritiana,Drosophila_mauritiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Drosophila_mojavensis,Drosophila_mauritiana,0.1472897951934261,0.15272242419619664,0.15549040442483386,0.16718553920320145,0.16590856363185846,0.16772316959760825,0.16466001073423053,0.03688394702183006,0.05567669654668489,0.12640908634560552,0.11793224043792884,0.13507890335272416,0.13872905707654976
Drosophila_persimilis,Drosophila_mauritiana,0.13405740414356815,0.11585069823267015,0.11648161357309128,0.1394010875959839,0.13948061119141175,0.13960920019239687,0.1378864774841091,-0.13581275892377875,-0.1311064516186973,0.04045436417697336,0.028562938130893663,0.039861158632409195,0.041413572672815945
Drosophila_pseudoobscura,Drosophila_mauritiana,0.13405644696680294,0.12522457060874226,0.12667452240780308,0.13526038040739394,0.13492339526717334,0.1356324869390304,0.13386348870410048,-0.06588177262558481,-0.055065793000077655,0.006467039221061022,-0.0014393807016998383,0.008980794790787902,0.011756539934388601
Drosophila_sechellia,Drosophila_mauritiana,0.02214510946468617,0.019868629953443077,0.019915033566432202,0.02022326130920116,0.02016031910073579,0.020157810953599142,0.020096085856756263,-0.10279829570828249,-0.10070286181290604,-0.08962657724114835,-0.09252713838228688,-0.08678431499964798,-0.08973983688164135
Drosophila_simulans,Drosophila_mauritiana,0.01858611514192376,0.01630943899646187,0.016386352485494467,0.016438442936883457,0.01639912446739722,0.016351082562603092,0.016326948046379797,-0.12249338433971645,-0.11835516134662269,-0.11766798267559732,-0.12155133433172785,-0.115552507269037,-0.12025281035084191
Drosophila_virilis,Drosophila_mauritiana,0.16116552108351234,0.1032667836965554,0.102476785686069,0.1589029002509642,0.16367179350963798,0.15710787409197158,0.16257270789875744,-0.3592501485286988,-0.36415192904090304,0.01555092186763039,0.008731314277300825,-0.014039112195565051,-0.025176892453555144
Drosophila_willistoni,Drosophila_mauritiana,0.15842577881213427,0.1375537882831791,0.13938305479923765,0.1576533358786779,0.15590635443065748,0.15800548816671434,0.15502090097388888,-0.13174617594088495,-0.12019965535708685,-0.015902868840963005,-0.02149194319115824,-0.004875740168349347,-0.0026529182849611994
Drosophila_yakuba,Drosophila_mauritiana,0.06335605799104449,0.06076964009780327,0.06136187226291001,0.062396598410188624,0.06221679598995299,0.062453235189775864,0.06191217077238021,-0.04082352935542191,-0.03147584921423554,-0.017981895294882994,-0.02279004193834748,-0.015143928004351026,-0.014249983819956747
Drosophila_ananassae,Drosophila_mojavensis,0.1654162626556558,0.16229086256163586,0.16618226757532215,0.17200833660098205,0.16858687322279498,0.17171249926745358,0.1674933903111261,-0.018894152508608077,0.004630771529767524,0.019167465859988585,0.01255697367431292,0.03985142596921606,0.03806298432037821
Drosophila_biarmipes,Drosophila_mojavensis,0.16553906687983622,0.1599021578787987,0.16288484855988872,0.16979619275026292,0.16709313166456685,0.16955408941333527,0.1657485336590243,-0.03405183505794027,-0.016033788095919252,0.009387903496270892,0.0012653616039780208,0.025716744395550595,0.02425422958565749
Drosophila_bipectinata,Drosophila_mojavensis,0.1540869532015201,0.15124604673924202,0.15275546914769578,0.16984034259306813,0.16769110937682985,0.17035837202802262,0.16671796208651435,-0.018437034435762046,-0.008641121303002002,0.08828882583925046,0.08197325355946902,0.10223701010523072,0.10559893935486028
Drosophila_erecta,Drosophila_mojavensis,0.16316456434888238,0.15920987523218633,0.1643884028971262,0.16984707387226772,0.16776963189138694,0.17051663624285074,0.1666086517441412,-0.024237426382851375,0.0075006393277095105,0.028223453792686835,0.021108059884219592,0.04095564223795944,0.045059243857924834
Drosophila_eugracilis,Drosophila_mojavensis,0.1630357416766508,0.15072406782057413,0.1543558941146299,0.16757639101933994,0.16536496071663764,0.16750153297253534,0.16365153335357996,-0.07551518292531494,-0.0532389246232624,0.014286554690605123,0.003777034842767528,0.027850637510482924,0.02739148636954436
Drosophila_mauritiana,Drosophila_mojavensis,0.1472897951934261,0.15272242419619664,0.15549040442483386,0.16718553920320145,0.16590856363185846,0.16772316959760825,0.16466001073423053,0.03688394702183006,0.05567669654668489,0.12640908634560552,0.11793224043792884,0.13507890335272416,0.13872905707654976
Drosophila_mojavensis,Drosophila_mojavensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Drosophila_persimilis,Drosophila_mojavensis,0.15987889163773286,0.1331403511056818,0.13443706939426325,0.14097827235414884,0.13980174180506244,0.1404943614293226,0.1393482650218797,-0.16724246870961257,-0.15913184025016788,-0.12557723929036815,-0.1284136161162113,-0.1182183532170754,-0.1212450875149509
Drosophila_pseudoobscura,Drosophila_mojavensis,0.15995189570692792,0.13994114413311445,0.14228885650454526,0.14660816177652936,0.14502820645981251,0.1460885047376249,0.14446040026573526,-0.12510481032671342,-0.11042719515338403,-0.0933011089437749,-0.09685096492746152,-0.08342341846856029,-0.08667225172938381
Drosophila_sechellia,Drosophila_mojavensis,0.16265942207192752,0.15381588940756374,0.15645971511097226,0.16614355076389087,0.16508121206201465,0.1659817669989464,0.1636679440875748,-0.05436840086922963,-0.03811465011976845,0.01488871630821498,0.006200206559207541,0.0214197778867226,0.020425161264557744
Drosophila_simulans,Drosophila_mojavensis,0.15582440176959322,0.15873081255292032,0.1631974489489808,0.1681803597888084,0.16630392941250227,0.1684308556008558,0.1648843967910193,0.018651833411974874,0.04731638367070132,0.06725216027721,0.058142337904319115,0.07929411490688786,0.08090166679993335
Drosophila_virilis,Drosophila_mojavensis,0.11514233562502485,0.11286968964806188,0.11693174938171835,0.12465235455012358,0.12420676380499218,0.12477428692426362,0.12290480124871728,-0.01973770954554998,0.015540884653590393,0.07872367822628469,0.06741625989741817,0.08259359056315543,0.0836525613880754
Drosophila_willistoni,Drosophila_mojavensis,0.15922331192945793,0.15201403628722954,0.15831647380645195,0.16807951395652554,0.1647851910327872,0.16816640068622002,0.16354361849003896,-0.04527776463676615,-0.005695385380551258,0.03493131147650905,0.027133630799584703,0.05562126500038666,0.05616695600908125
Drosophila_yakuba,Drosophila_mojavensis,0.16373941550837368,0.15862136314535802,0.16285936274068236,0.16944046910666755,0.16770587905347012,0.17030310640571922,0.16613392046949838,-0.03125730201934133,-0.005374715458455471,0.024224243947503266,0.014623876320129186,0.03481784505333303,0.040086199629861714
Drosophila_ananassae,Drosophila_persimilis,0.13804217052459522,0.13572041856158967,0.1377813220639731,0.14291244383583526,0.14149481720591328,0.1436994451369017,0.14036096570450166,-0.01681914993209902,-0.001889628796988931,0.025011535737210804,0.016797730513033998,0.03528105428023748,0.04098222007671566
