"DB","METHOD","x.x","x.y","condition"
"gtdb","kraken",68.5860220298977,10.183,"0.02"
"gtdb","lsh",83.0567303104671,19.5314023429883,"p4c0"
"kraken_std_bact_arch","kraken",23.7638741148702,2.803,"0.02"
"kraken_std_bact_arch","lsh",61.5670822168145,15.401622991885,"p4c0"
"tol_all_kmers","kraken",33.0684760031471,3.51,"0.02"
"tol_all_kmers","lsh",68.1256331411977,16.7805660971695,"p4c0"
